Audience Segment,Creative Size,Creative Messaging,Location,App/URL,Exchange,Device Make,Impressions,Clicks,Viewable Impressions,Measurable Impressions,Total Conversions,Gross Cost
US » Interest Propensities » Insurance » Transamerica,300x250,Sign up Now - 10% Off,"Chicago, Illinois",yahoo.com,Google Ad Manager,Apple PC,598460,1654,201153,557263,13,1689.744507
Media & Entertainment,300x250,Subscribe Today - 10% Discount,"Chicago, Illinois",yahoo.com,Google Ad Manager,Smartphone,421110,984,212140,389474,4,1635.920216
US » Brand Propensities » Apparel » The Men's Wearhouse Buyer Propensity,300x250,Sign up Now - 10% Off,"Ft. Myers-Naples, Florida",yahoo.com,BidSwitch,Windows PC,59296,170,25482,54149,4,1568.715259
Travel and Tourism » Interest (Affinity) » Products » Air Travel,300x250,10% Discount - Ends 6/1,"Lafayette, Indiana",yahoo.com,BidSwitch,Windows PC,307888,863,134959,274790,11,1559.643865
OnAudience » Interest » Technology & Computing » Entertainment,300x250,Sign up Today - 10% Off,"Orlando-Daytona Beach, Florida",yahoo.com,BidSwitch,Smartphone,85965,233,33865,78662,3,1555.534812
US » Brand Propensities » Restaurants and Dining » Seamless Buyer Propensity,300x250,Sign up Now - 10% Off,"Miami-Ft. Lauderdale, Florida",yahoo.com,BidSwitch,Smartphone,335664,852,148742,313071,25,1542.500216
Mobile - US » Sports » Motor Sports » NASCAR,320x50,Sign up Now - 10% Off,"Ft. Wayne, Indiana",yahoo.com,Google Ad Manager,Smartphone,74516,200,23985,63853,24,1523.783909
US » Reach » Propensity Models » Hobbies and Interest » Food and Drinks » Coffee Connoisseurs,320x50,10% Discount - Ends 6/1,"Miami-Ft. Lauderdale, Florida",yahoo.com,Google Ad Manager,Smartphone,263752,702,127042,225121,4,1465.51471
US » Demographic » Family » Households with 2 Adults,320x50,10% Discount - Ends 6/1,"Lafayette, Indiana",yahoo.com,BidSwitch,Smartphone,507889,823,176329,450103,78,1440.745362
US » Interest Propensities » Brands » Big Box Retail,320x50,Sign up Today - 10% Off,"Jacksonville, Florida",yellowpages.com,Google Ad Manager,Smartphone,61474,250,31245,49089,15,2189.341349
Travel and Tourism » Interest (Affinity),320x50,Subscribe Today - 10% Discount,"San Francisco, California",yellowpages.com,Google Ad Manager,Smartphone,14890,60,6248,11493,6,1982.416484
US » Brand Propensities » Media and Entertainment » pokerstars.net Buyer Propensity,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",yellowpages.com,Index Exchange,Smartphone,61227,174,10434,53104,8,1919.553678
Online Behavior>United States>Intent » Shopping>Pet Food » Dog,320x50,Subscribe Today - 10% Discount,"Chicago, Illinois",yourdailysportfix.com,Google Ad Manager,Smartphone,18516,68,8191,13641,13,5087.561715
Online Behavior>United States>B2B » Occupation>Architect,300x250,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",yourdailysportfix.com,Google Ad Manager,Smartphone,11420,67,4647,9909,9,3804.64417
Online Behavior>United States>Validated Demographic » Gender>Female,300x50,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",yourroyals.com,Google Ad Manager,Smartphone,10906,46,4735,6390,3,5694.27094
Online Behavior>United States>Beauty and Fitness>Face and Body Care » Make-Up and Cosmetics,300x250,10% Discount - Ends 6/1,"San Francisco, California",zdnet.com,BidSwitch,Apple PC,7585,13,5396,7417,24,7082.653802
US » Multibuyer Behaviors » Club » Continuity Buyers,320x50,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale, Florida",zdnet.com,Index Exchange,Smartphone,12692,105,9048,12326,14,1541.719598
Online Behavior>United States>Travel>Tourist Destinations » Theme Parks,320x50,Sign up Now - 10% Off,"Los Angeles, California",zillow.com,Google Ad Manager,Smartphone,318269,914,33355,295405,44,7854.731991
Online Behavior>United States>Food and Drink>Beverages » Beer,300x250,10% Discount - Ends 6/1,"Chicago, Illinois",zillow.com,Index Exchange,Apple PC,26212,77,12726,24442,15,6452.93501
Online Behavior>United States>Arts and Entertainment>Events and Listings » Expos and Conventions,300x250,Subscribe Today - 10% Discount,"Los Angeles, California",zillow.com,Google Ad Manager,Apple PC,20833,87,1777,17211,9,5542.512181
"US » Reach » Sociodemographic » Household Income » $50,000-$74,999",320x50,Sign up Now - 10% Off,"South Bend-Elkhart, Indiana",zillow.com,PubMatic,Smartphone,14181,65,7106,13189,17,2912.467156
US » Brand Propensities » Automotive » Ford Credit Buyer Propensity,320x50,Subscribe Today - 10% Discount,"Jacksonville, Florida",zillow.com,Google Ad Manager,Smartphone,304377,801,27519,270098,63,1595.48714
US Technology » Social Media » Likely Behavior » Heavy Facebook User,300x250,10% Discount - Ends 6/1,"New York City, New York",zillow.com,Google Ad Manager,Smartphone,312206,841,35661,292992,5,1550.938318
US » B2B » B2B Decision Maker Responsibilities » Real Estate Services,300x250,10% Discount - Ends 6/1,"Jacksonville, Florida",zillow.com,BidSwitch,Smartphone,9790,24,1295,9196,2,1532.148881
Transactional » Q3 Fashion Shoppers,300x50,Sign up Today - 10% Off,"Flint-Saginaw-Bay City, Michigan",zillow.com,Taboola,Smartphone,130602,269,11736,113735,4,1507.84712
"Lotame » Style, Fashion & Clothing » Men's Clothing Shoppers",320x50,Sign up Today - 10% Off,"Chicago, Illinois",zone.msn.com,PubMatic,Smartphone,10903,35,3776,9581,2,1460.009754
